"","item","alpha","beta"
"114","110request_for_provisional_measures1",2.13475965480374,-2.35445757467693
"115","100advisory_opinion1A",-3.14172935837443,2.12040210933558
"116","119jurisdiction1",-1.70108452585079,-0.556576592723509
"117","121request_for_provisional_measures2",2.41610628496169,-1.56656290807201
"118","104merits5",-1.11165326938467,-0.437917635409784
"119","104merits2b",-2.46225421157543,-3.07459014351374
"120","104merits1",-2.85637134214473,2.17736368705017
"121","104merits2a",-1.12107513596758,-0.428933498062838
"122","104merits7",-2.50542940534829,-3.12593985112924
"123","87merits4",2.03628465512205,-3.05951599879276
"124","87merits6",2.24279441311966,-2.81227007372032
"125","87merits2a",2.03821760385699,-3.05733759371211
"126","104merits2c",-0.74128156562308,-1.12543899491298
"127","104merits4",-2.47389386293045,-3.09130328625038
"128","104merits3",-2.49418387395458,-3.09534204652801
"129","104merits2d",-2.48705923863922,-3.09361257701798
"130","87merits3",-0.906340847516766,-2.06083258371421
"131","59judgment1",-0.474848724888983,2.5524008733491
"132","58judgment1",-0.482123627796254,2.55838951002137
"133","62jurisdiction1",3.90499580212589,2.72364471996298
"134","65advisory_opinion2",-5.55621458269128,2.85996928580727
"135","65advisory_opinion1",-5.56884424111955,2.84727985231482
"136","64judgment1",-5.31617903633772,3.26392938404472
"137","64judgment6",-5.8506665733305,1.90632230958953
"138","64judgment5",-3.26499076831093,3.18786426463629
"139","64judgment2",-5.34978554822495,3.28556098638565
"140","65advisory_opinion3",-3.19338985276081,3.03547652343077
"141","76judgment2",1.52282097616334,1.91273723516689
"142","76judgment3",1.49193148851082,1.89652115022964
"143","158jurisdiction2",1.8559895971735,-2.86777177726781
"144","159jurisdiction1",1.46879297828413,-2.65195310436389
"145","159jurisdiction2",1.84689828326627,-2.87048557563265
"146","158jurisdiction1",1.45236949663487,-2.61009502219771
"147","160preliminary_objections2",1.25301409918404,-2.23863355667063
"148","160preliminary_objections1",0.986236628127329,-2.15421532511038
"149","161preliminary_objections1a",-2.21478140868119,1.90314717150513
"150","161preliminary_objections3",-2.20830713389988,1.88475615938944
"151","161preliminary_objections2",-4.39746363793669,3.63610891086685
"152","161preliminary_objections1b",-4.41929389174226,3.65707652506484
"153","166request_for_provisional_measures1a",-1.56673817619801,0.882317352657759
"154","163preliminary_objections4",-2.00695299304426,-2.57539830367597
"155","163preliminary_objections3",-2.02922630502512,-2.60865254081862
"156","163preliminary_objections1",2.16664456233894,-2.16176279688516
"157","172request_for_provisional_measures2",-1.82037861942339,1.54691150939719
"158","172request_for_provisional_measures1",-0.973300661619396,0.679083296405522
"159","166preliminary_objections2",-1.44619046455199,0.54709283177416
"160","164preliminary_objections2",2.07655297505898,-2.11481164191598
"161","164preliminary_objections3",-0.760108941244799,-0.0877363123858202
"162","166preliminary_objections1",-1.44997031401154,0.558259501613437
"163","163merits3",2.13662408035034,-2.09229191312156
"164","171jurisdiction1",-0.58484774895719,-0.20997118586139
"165","163merits2",2.14554724813967,-2.09586212580078
"166","163merits1",0.730155823135803,-0.958637349672476
"167","172preliminary_objections2",-0.302866082329453,0.109522386483002
"168","172preliminary_objections1",0.307054244371247,-0.122055254423425
"169","182request_for_provisional_measures2",-1.67532073676891,0.948224045211142
"170","182request_for_provisional_measures1",-1.67459529783991,0.952756513454411
"171","63judgment1",0.427105322890507,0.988098125571769
"172","75judgment432 /1",-1.33768674663047,-2.95158400612137
"173","75judgment432/3",-1.34428919776761,-2.95736521145452
"174","121judgment1a",-2.46814559519705,-3.07807147680409
"175","94judgment3b",-2.67940773620507,3.21122785591208
"176","94judgment1b",-3.65882474863729,3.45672394029592
"177","94judgment1a",-3.6548830181573,3.46070737482843
"178","121judgment1d",-2.48399658212069,-3.09907612334946
"179","94judgment4b",-2.67784690514023,3.22400479527906
"180","121judgment1c",-2.45594201636721,-3.06377053736252
"181","94judgment4a",-1.14774010321293,0.0953120228697426
"182","94judgment3a",-2.65901243576352,3.19236610613872
"183","121judgment1b",-2.49847058548885,-3.11810366036253
"184","121judgment3",-0.213987356086522,-3.32885075228475
"185","94judgment5c",-2.73803264505936,2.24006974009704
"186","94judgment5a",-3.64362123689012,3.4550497097695
"187","94judgment3c",-2.65904661327221,3.1879810302058
"188","121judgment2",-1.30495655864058,-1.95398666479343
"189","126request_for_provisional_measures1",2.22815473025612,2.63036548060547
"190","94judgment2a",-3.64064163187407,3.44235100948061
"191","122judgment1",1.79390050484775,-1.65307336438154
"192","90merits1",1.29726310350047,1.36029984946143
"193","90merits2",-1.70464000985378,-0.666386857687421
"194","128merits6",-2.80986238461469,2.16577398944
"195","131advisory_opinion3A",-2.30868857036801,-2.41743491068621
"196","128merits7",-2.78614665013361,2.13391103519992
"197","128merits5",-2.8150033285162,2.18327423448243
"198","128merits1",2.79084495777906,-2.14240734168877
"199","131advisory_opinion3C",-2.31535338778631,-2.38836777216172
"200","131advisory_opinion3E",-2.3206536941121,-2.38699421685931
"201","131advisory_opinion2",-2.31788237629783,-2.39962627275299
"202","128merits8",-2.78654476323602,2.144022654577
"203","131advisory_opinion3D",-1.2968681337783,-1.44587037731855
"204","128merits9",-2.80049418697752,2.16015619713277
"205","131request_for_an_advisory_opinion1",-2.22871846344298,-2.64444091913493
"206","131advisory_opinion3B",-2.32439431659876,-2.40955108397377
"207","128merits4",-2.796914993966,2.16627765688287
"208","123preliminary_objections1b",0.978683922055538,2.23795193566326
"209","123preliminary_objections2",0.981910004741325,2.23878067870651
"210","116merits9",-1.26199604916347,0.169210546261964
"211","116merits7",-1.71091230539108,-0.464725674961711
"212","126jurisdiction1",3.80920836839177,-3.47807933437897
"213","144request_for_provisional_measures1",2.33287694064791,-1.66748682699437
"214","133judgment4a",-0.821605197330661,1.17246206410289
"215","133judgment3",-1.72780486847368,-0.351330467951488
"216","133judgment1d",-0.828276132300191,1.18715195489453
"217","133judgment1g",-2.44375657122856,1.86948807668992
"218","103judgment1",0.379863327399685,-0.887537837065831
"219","143counter_claimA",2.37601656059017,-1.84688955363964
"220","135judgment2",0.821255603796804,2.26107590250188
"221","141advisory_opinion2",-0.85793221293301,2.15893575401753
"222","103judgment5",2.60684398770919,-2.83879539215568
"223","103judgment6",0.773662176323031,-1.47638461517274
"224","141advisory_opinion3",-1.65919152846306,3.37794387725971
"225","151request_for_provisional_measures2",-2.26887951132536,-2.66291163365135
"226","151request_for_provisional_measures1",-0.429945617785021,-1.42034792709242
"227","151request_for_provisional_measuresD",-2.27453245706908,-2.67461880073931
"228","140preliminary_objections1a",-2.10104177139929,3.83138417123849
"229","151request_for_provisional_measures4",-2.26117196178183,-2.6671737559581
"230","140preliminary_objections2",0.275871328123075,1.38080239910142
"231","150request_for_provisional_measures2",-1.25786574639797,1.16726647996532
"232","142judgment1",-2.42877373818615,1.76882444459852
"233","151request_for_provisional_measuresC",-2.26608014964629,-2.64535989241889
"234","140preliminary_objections1b",0.281611562659804,1.36661668715867
"235","151request_for_provisional_measures3",-2.26899908014496,-2.65969447272609
"236","144merits4",-1.67994527882606,1.496841755041
"237","124judgment2",-2.39484465820733,-3.00365124719468
"238","143judgment1",-1.57145079849589,1.14031353772468
"239","144merits2",1.73988836690947,-0.241149562151553
"240","143judgment4",-2.42437194648231,1.76103277329517
"241","143judgment3",-2.41309956247691,1.7253044571677
"242","144merits5",-2.66652317394126,2.37590491848663
"243","143judgment2",-2.41628412251192,1.72282880705839
"244","144merits3",-2.66866055446165,2.39827755904585
"245","103compensation3",1.86996024401771,-0.570669837552186
"246","150 & 152request_for_provisional_measures1",2.67738570767052,-2.2266002866622
"247","137judgment3",-1.14273566335571,2.17151405644346
"248","137judgment2",-2.93449373976291,2.6234984934401
"249","156request_for_provisional_measures2",-1.14472716112865,-1.13856536234522
"250","148merits3",-0.538018261749306,-0.776481995165346
"251","148merits5",-0.541545134836653,-0.760997852959602
"252","148merits7",-0.539987985158104,-0.75852427067121
"253","156request_for_provisional_measures1",-0.858950347543019,-2.03658786490174
"254","148merits6",2.61084594972527,-3.07145621738538
"255","148merits4",-0.541946555821501,-0.74959274794638
"256","148merits2",-0.527505950246994,-0.776509137948553
"257","137judgment4",-1.16034109656168,2.19864710432843
"258","137judgment1",-1.700338950202,0.0327751522747309
"259","150&152merits1",2.28238529998211,-1.20482630384119
"260","118merits2",2.70105360251803,-2.25417259715606
"261","153preliminary_objections2",-1.6344447708389,-0.266557282386013
"262","150&152merits5c",-0.866787668670609,0.0426235395646204
"263","153preliminary_objections1",-1.61475298947375,-0.266640660456036
"264","118merits1",-0.576926284876064,0.596516528156188
"265","155preliminary_objections2",-2.22062248119717,1.09901564035186
"266","154preliminary_objections1b",-0.16881328392898,0.54785857848975
"267","155preliminary_objections1f",-2.21479795459787,1.09849715909462
"268","154preliminary_objections1e",-1.46950948363632,2.4699190442062
"269","154preliminary_objections2b",-0.167080957792318,0.538957953747907
"270","157&165merits2",2.28412849028711,-1.20743219922973
"271","157&165merits3a",2.28717733494802,-1.22575586616275
"272","153merits2",4.1236456105151,-4.04879123352847
"273","157&165merits1",4.32670202652876,-3.70409411078928
"274","153merits1",-4.08569865659319,4.00571899860807
"275","150compensation1b",-2.12555984405074,-2.62170964468253
"276","169advisory_opinion3",-2.00874321700408,-2.56511219485711
"277","169advisory_opinion4",-2.00755710613673,-2.58904552904184
"278","169advisory_opinion5",-2.01980669432773,-2.60120470586552
"279","169advisory_opinion2",-0.885075426123081,-1.14064346922666
"280","82judgment3",3.1944765105634,-3.17919980804811
"281","82judgment2",2.33118592335014,-2.66349756460205
"282","91judgment1",-2.30012839698691,4.56963738683965
"283","91judgment4",0.729111193941543,0.503104508086113
"284","91judgment5",-1.74718106755532,1.61370429061444
"285","91judgment2",1.62167623471108,0.746386805969403
"286","91judgment3",1.62428832997833,0.793594219066031
"287","124preliminary_objections1a",-0.75917274249715,0.383098540897805
"288","124preliminary_objections2b",-1.69597231621283,-0.813242208947162
"289","91judgment7",-2.45533230399217,1.85576354721362
"290","124preliminary_objections2a",1.03615179800654,-0.485698371964778
"291","91judgment9",1.62670884447178,0.78597313008668
"292","118preliminary_objections4",-2.0657676078248,4.21307652353285
"293","118preliminary_objections3",-0.528251277320192,1.29440413589384
"294","140request_for_provisional_measuresA",-0.65151231614536,3.83575496480176
"295","136judgment1d",1.07439543073237,0.538830054544208
"296","118preliminary_objections1",-0.52397063744234,1.29314479888764
"297","136judgment1c",-1.5654911964765,1.80152870756593
"298","130judgment1",0.912463810805282,-0.260951504174534
"299","118preliminary_objections2",-2.39629124631505,4.01297329684366
"300","118preliminary_objections5",-2.63935682197296,4.46370926431319
"301","136judgment1b",-2.76992676106451,2.16107498618334
"302","180request_for_provisional_measures1c",-1.64980181571587,-0.172570257797209
"303","161judgment5",0.985245221310308,-1.51849828012911
"304","161judgment4",0.80436484402664,-0.602222163669817
"305","180request_for_provisional_measures1a",-1.64833977440445,-0.186123144053845
"306","155judgment7",-1.34144225023922,0.477976692368008
"307","155judgment6",-1.0462009163711,-0.319803088644363
"308","155judgment4",-0.23320981533987,-0.278717460650307
"309","155judgment5",-1.55720480153734,-0.327095562839936
"310","116reparations4",1.78742760704105,-0.33503573938168
"311","155judgment2",-0.374137117755663,-0.565860466288082
"312","116reparations1a",3.42965798070335,-2.30394276634989
"313","116reparations2",1.79034412078765,-0.330397472095331
"314","116reparations1b",3.39243489215655,-2.27272005496952
"315","155judgment3",-0.22425208471003,-0.285571763476914
"316","155judgment1",-0.382190192346127,-0.55795796345314
"317","67judgment1",-0.863649062321447,2.21375805492451
"318","139request_for_provisional_measures3",-2.20835984348756,-2.57387462497722
"319","139request_for_provisional_measures2b",-2.22636869229782,-2.58143374220016
"320","139request_for_provisional_measures2a",-0.0809041033092641,-0.981730147082918
"321","139request_for_provisional_measures1",-0.0931192216961149,-0.977630272694045
"322","139request_for_interpretation1",1.68088277183743,0.302719439720091
"323","139request_for_interpretation4",1.68484461635084,0.306641389993112
"324","139request_for_interpretation3",-1.63809269161338,0.209865779842087
"325","139request_for_interpretation5",1.68655828176731,0.29064838006818
