"","item","alpha","beta"
"185","80preliminary_objections1d",-4.85795804538937,-2.94204867326581
"186","88request_for_provisional_measures1",1.19751264597014,-0.876728706286335
"187","91request_for_provisional_measuresA2",-4.88929188626953,2.84820237507647
"188","91request_for_provisional_measures_22",-4.80524519437275,2.78771181175883
"189","91request_for_provisional_measures_21",-4.86327187352137,2.8196586253647
"190","87jurisdiction3",-4.82655848465475,-2.92205751497997
"191","87jurisdiction2",-4.91852277978372,-2.96224373317181
"192","87jurisdiction1",-4.87247306149582,-2.9588459524187
"193","87jurisdiction4",-4.88175863041029,-2.94581773228245
"194","87jurisdiction5",-4.86804490363773,-2.95746298518041
"195","87jurisdiction_&_admissibility2",-0.433063819690194,-0.590907393306502
"196","87jurisdiction_&_admissibility1",-0.42250310689027,-0.592832503125762
"197","84judgment1",4.45094387839816,-3.31803501344827
"198","121request_for_provisional_measures2",2.98756245431621,-2.29288888730675
"199","119jurisdiction1",-1.68564006194485,0.113186820150399
"200","104merits7",-4.36792727668753,-3.31851354302159
"201","104merits2a",-1.16681922360791,-0.881886463359473
"202","104merits1",-2.7960938156187,2.03963047730776
"203","87merits6",2.07354805066178,-2.36331913016446
"204","104merits2c",-0.741060206560686,-1.29987894436044
"205","104merits5",-1.15813017920676,-0.894347528959341
"206","104merits2d",-4.39167536075774,-3.30489995613824
"207","87merits2a",2.19449054968794,-3.09158263466525
"208","104merits2b",-4.41657682810431,-3.35236545365273
"209","104merits4",-4.37425337372428,-3.32461862690532
"210","87merits4",2.19826434068975,-3.09459690874281
"211","104merits3",-4.33370137296578,-3.27502805008702
"212","87merits3",-0.803301617128339,-2.05674148039199
"213","94judgment3a",-3.34631152510742,4.05133713992277
"214","94judgment5a",-3.83026134831054,3.66252288548806
"215","94judgment3c",-3.3625480727877,4.05641915890207
"216","94judgment4a",-1.15305570567903,-0.631124479197014
"217","121judgment1a",-4.26695990334359,-3.25483902086963
"218","121judgment1c",-4.34948515671142,-3.33001690097839
"219","121judgment1d",-4.37738892394106,-3.31667248652975
"220","94judgment4b",-3.35003941535378,4.03902590184993
"221","94judgment3b",-3.36427857514518,4.05612526453389
"222","121judgment3",0.261779343660313,-4.49522281751831
"223","94judgment1a",-3.83750315633195,3.65284633928249
"224","121judgment2",-1.41158661673106,-2.59944792557032
"225","121judgment1b",-4.36387484762903,-3.31787424268834
"226","126request_for_provisional_measures1",1.65875465185124,2.19216553086571
"227","94judgment1b",-3.86745884820308,3.69599457843192
"228","94judgment5c",-2.76239477144298,2.21188221701319
"229","94judgment2a",-3.88884634299865,3.71358642381031
"230","90merits2",-1.54554038808226,-1.43137450593198
"231","90merits1",1.05560666042486,2.52856961343629
"232","122judgment1",2.56261088271635,-2.6302044476989
"233","131advisory_opinion3C",-2.00047977581699,-4.11652130310343
"234","128merits6",-2.65187325411779,1.82844338300494
"235","128merits1",2.66790986994061,-1.82663044646946
"236","131request_for_an_advisory_opinion1",-1.85955119533221,-4.29905868024133
"237","131advisory_opinion3B",-1.97588907346611,-4.09866510034302
"238","128merits9",-2.66403287450991,1.81921558015963
"239","131advisory_opinion3D",-1.0699686290685,-3.50101072381603
"240","131advisory_opinion2",-1.9898806062031,-4.09119809288074
"241","128merits7",-2.66979973029402,1.82369998249821
"242","131advisory_opinion3A",-1.97919866345863,-4.09108655534628
"243","128merits4",-2.67928179630215,1.84346971382143
"244","128merits5",-2.65970261297938,1.82008581925058
"245","131advisory_opinion3E",-2.00393007474561,-4.14014253855367
"246","128merits8",-2.66608681469417,1.83517840918188
"247","123preliminary_objections2",0.53731147254804,1.71481423297745
"248","123preliminary_objections1b",0.528242820011668,1.7111021065626
"249","136judgment1c",-1.5320973259394,1.62796767417526
"250","136judgment1b",-2.6940116655867,1.98981081924648
"251","136judgment1d",1.56614296386223,-1.01890140439438
"252","97request_for_an_examination_of_the_situation3",4.11534772193256,-4.01949445524857
"253","97request_for_an_examination_of_the_situation2",4.13514838335622,-4.03756105984174
"254","97request_for_an_examination_of_the_situation1",4.11705374284984,-4.03369781751285
"255","91preliminary_objections3",-4.63328963977051,-3.02990513956716
"256","91preliminary_objections1b",-0.648125682535694,-0.572496707465812
"257","90preliminary_objections1",-2.17921293672766,-4.43326506079131
"258","95advisory_opinion1",-4.66040438382235,-3.0373344157671
"259","93advisory_opinion1",3.78728161037709,-4.3536528780212
"260","95advisory_opinion2B",3.77582110788158,-4.33835624755338
"261","95advisory_opinion2E",-0.193829705768711,0.541043040547498
"262","91preliminary_objections2a",-4.57889924731368,-2.9868770403311
"263","94request_for_provisional_measures3",-2.69155666483414,3.265890119516
"264","90preliminary_objections2",-2.17999079276377,-4.4376440036856
"265","91counter_claimB",4.44316144236628,-3.57415424028337
"266","92judgment2d",0.734596777250891,0.44046701869755
"267","92judgment2a",0.591970616684889,0.0618639774289228
"268","92judgment2b",0.831887732836146,0.218803442281115
"269","92judgment1b",0.227772061673665,-0.0833838877900975
"270","92judgment1c",-0.499835834144896,-0.325435611124639
"271","92judgment1d",0.600029665597982,0.0639032215464316
"272","92judgment2e",0.834210452478304,0.213548246701765
"273","91counter_claimA",4.44130263442527,-3.5596005302026
"274","92judgment2c",0.829854953560707,0.213184348082158
"275","92judgment1a",1.71575775172698,-0.127996461330643
"276","89preliminary_objections2a",-0.488262825733483,-3.92082911401026
"277","89preliminary_objections1b",-2.1405259193561,-4.43173367949273
"278","94preliminary_objections1g",0.484983283020985,0.797212892195997
"279","89preliminary_objections2b",-0.487942244451246,-3.97674743419445
"280","94preliminary_objections1d",0.802370543566532,0.464922735817859
"281","94preliminary_objections1b",3.2936467290164,-2.2796776347344
"282","94preliminary_objections1e",0.79673472127048,0.428726305729707
"283","89preliminary_objections3",0.604893489617471,-3.21446550371293
"284","89preliminary_objections1a",-2.12890090230367,-4.3768445770807
"285","94preliminary_objections3",-4.31875625414086,4.25912938259511
"286","96jurisdiction1",1.89089299801435,-2.22026463737082
"287","94preliminary_objections2",0.487996134565214,0.799252745201034
"288","94preliminary_objections1c",3.26323879740285,-2.24998433652596
"289","94preliminary_objections4",-4.32018818116609,4.27782570041452
"290","94preliminary_objections1a",4.31900431074313,-4.24703549042984
"291","94preliminary_objections1f",3.26563484369427,-2.24548872479952
"292","108request_for_provisional_measures1",2.03388867445844,-1.5466738482549
"293","111request_for_provisional_measures2",4.62297892098891,2.99027385513798
"294","98judgment2",-1.56282639392209,1.75565207840408
"295","100advisory_opinion2B",-3.25283067289314,2.24425886601264
"296","106request_for_provisional_measures1",2.70211910250536,-3.0541068610953
"297","105request_for_provisional_measures2",4.63399794321591,3.01785384434125
"298","113request_for_provisional_measures2",4.68333826793946,3.00985832824095
"299","112request_for_provisional_measures1",2.0479752889201,-1.56493651769235
"300","100advisory_opinion1B",-3.31540232147675,2.29117527411884
"301","107request_for_provisional_measures2",4.65834603146776,3.00896527256084
"302","114request_for_provisional_measures1",2.04675787667907,-1.56002962539196
"303","111request_for_provisional_measures1",2.68253579428178,-3.04274341599749
"304","110request_for_provisional_measures2",4.63205925517817,2.9977889809595
"305","109request_for_provisional_measures1",2.03015327546902,-1.54535725969834
"306","113request_for_provisional_measures1",2.03933349152951,-1.56059970404534
"307","101request_for_interpretation1",4.18947400477546,-4.24917871562934
"308","112request_for_provisional_measures2",2.09479433689625,-1.62579837438241
"309","106request_for_provisional_measures2",4.60313740910814,2.97768066270634
"310","100advisory_opinion2A",-1.13335513403057,-0.666273633186113
"311","107request_for_provisional_measures1",2.05824450612465,-1.57238161301759
"312","100advisory_opinion4",-1.13491685763333,-0.652096915077628
"313","105request_for_provisional_measures1",2.66532133397011,-3.01964889336906
"314","109request_for_provisional_measures2",4.67502321738619,3.0190360580995
"315","98judgment1",-1.57557289977999,1.76306424682642
"316","108request_for_provisional_measures2",4.60377848935899,2.97106073052993
"317","114request_for_provisional_measures2",2.09406174183256,-1.61296606568625
"318","110request_for_provisional_measures1",2.70816908506656,-3.07022503414141
"319","100advisory_opinion1A",-3.27902299968955,2.25999315428642
"320","58judgment1",1.88505494554207,4.47449080057
"321","59judgment1",1.89479121066214,4.56158165023459
"322","103compensation3",1.57659648613976,1.84261507066934
"323","62jurisdiction1",4.83177229953395,2.21360442788902
"324","75judgment432/3",-4.23327860288477,-2.85949729765095
"325","75judgment432 /1",-4.20096714641181,-2.8666538033455
